# time (s)	h_+ (strain)	h_x (strain)
-0.274169922	-1.557736439041902622e-23	-3.049160337155452141e-24
-0.274108887	-1.555484628760527591e-23	-3.216337652662397863e-24
-0.274047852	-1.553055106435207449e-23	-3.383462995583587742e-24
-0.273986817	-1.550447080419660795e-23	-3.550517440581848793e-24
-0.273925782	-1.547659784863030416e-23	-3.717481443795569328e-24
-0.273864746	-1.544692480321366052e-23	-3.884334870054496486e-24
-0.273803711	-1.541544461179676917e-23	-4.051057021889056017e-24
-0.273742676	-1.538215056759341415e-23	-4.217626615233542327e-24
-0.273681641	-1.534703636794970418e-23	-4.384021801742831711e-24
-0.273620606	-1.531009613069040314e-23	-4.550220233768443850e-24
-0.273559571	-1.527132445322090514e-23	-4.716199011882969359e-24
-0.273498536	-1.523071642728467280e-23	-4.881934746810754559e-24
-0.273437500	-1.518826767606146274e-23	-5.047403608322447942e-24
-0.273376465	-1.514397437633959412e-23	-5.212581280637684895e-24
-0.273315430	-1.509783331352532263e-23	-5.377443064246596449e-24
-0.273254395	-1.504984186435761928e-23	-5.541963855001432319e-24
-0.273193360	-1.499999807428240587e-23	-5.706118198776860138e-24
-0.273132325	-1.494830063152472316e-23	-5.869880317927428068e-24
-0.273071289	-1.489474890974807912e-23	-6.033224152827466290e-24
-0.273010254	-1.483934299740080643e-23	-6.196123371813700339e-24
-0.272949219	-1.478208368960308264e-23	-6.358551431731673732e-24
-0.272888184	-1.472297252394515297e-23	-6.520481629394188670e-24
-0.272827149	-1.466201177254286931e-23	-6.681887084296084786e-24
-0.272766114	-1.459920445903402199e-23	-6.842740840050561906e-24
-0.272705079	-1.453455437136169974e-23	-7.003015845093769414e-24
-0.272644043	-1.446806606242429110e-23	-7.162685056636875005e-24
-0.272583008	-1.439974484439399104e-23	-7.321721393890041160e-24
-0.272521973	-1.432959679856311785e-23	-7.480097888020145435e-24
-0.272460938	-1.425762876065889725e-23	-7.637787591162627662e-24
-0.272399903	-1.418384833519164055e-23	-7.794763749911666739e-24
-0.272338868	-1.410826385558799471e-23	-7.950999718376480715e-24
-0.272277832	-1.403088440881877162e-23	-8.106469086905669437e-24
-0.272216797	-1.395171980328406616e-23	-8.261145672204786534e-24
-0.272155762	-1.387078055326137197e-23	-8.415003572694788245e-24
-0.272094727	-1.378807787649816901e-23	-8.568017180994466879e-24
-0.272033692	-1.370362366263870952e-23	-8.720161246537248129e-24
-0.271972657	-1.361743044661007361e-23	-8.871410883467503844e-24
-0.271911621	-1.352951141755366937e-23	-9.021741605054512723e-24
-0.271850586	-1.343988034921490243e-23	-9.171129356457343494e-24
-0.271789551	-1.334855162339137309e-23	-9.319550556830498322e-24
-0.271728516	-1.325554015200493587e-23	-9.466982090717413372e-24
-0.271667481	-1.316086140281286431e-23	-9.613401357883896119e-24
-0.271606446	-1.306453131194655737e-23	-9.758786287882970553e-24
-0.271545411	-1.296656630303843118e-23	-9.903115340127099549e-24
-0.271484375	-1.286698323145421010e-23	-1.004636758175593994e-23
-0.271423340	-1.276579934709840464e-23	-1.018852260751765681e-23
-0.271362305	-1.266303227312074854e-23	-1.032956064308302797e-23
-0.271301270	-1.255869996805963830e-23	-1.046946250147127897e-23
-0.271240235	-1.245282069615873789e-23	-1.060820961945015903e-23
-0.271179200	-1.234541297870113652e-23	-1.074578403525533898e-23
-0.271118164	-1.223649557267967441e-23	-1.088216842780715980e-23
-0.271057129	-1.212608743540798018e-23	-1.101734609715040659e-23
-0.270996094	-1.201420767953796948e-23	-1.115130095876077819e-23
-0.270935059	-1.190087555702647827e-23	-1.128401756501900602e-23
-0.270874024	-1.178611040478792719e-23	-1.141548108474784847e-23
-0.270812989	-1.166993162744521148e-23	-1.154567727759722262e-23
-0.270751954	-1.155235865824536017e-23	-1.167459252972205646e-23
-0.270690918	-1.143341093072429179e-23	-1.180221381615443259e-23
-0.270629883	-1.131310784649563605e-23	-1.192852868703318914e-23
-0.270568848	-1.119146874179973808e-23	-1.205352524759832244e-23
-0.270507813	-1.106851287569530053e-23	-1.217719217422435387e-23
-0.270446778	-1.094425938297039636e-23	-1.229951865661835732e-23
-0.270385743	-1.081872725688132174e-23	-1.242049440732923835e-23
-0.270324707	-1.069193533723590455e-23	-1.254010961851060691e-23
-0.270263672	-1.056390226728878474e-23	-1.265835497099672224e-23
-0.270202637	-1.043464649593215973e-23	-1.277522157674126161e-23
-0.270141602	-1.030418623230402296e-23	-1.289070097383397661e-23
-0.270080567	-1.017253946226690201e-23	-1.300478510050063891e-23
-0.270019532	-1.003972390094572252e-23	-1.311746626262704655e-23
-0.269958496	-9.905757007497283483e-24	-1.322873710292007074e-23
-0.269897461	-9.770655950106480458e-24	-1.333859061065767616e-23
-0.269836426	-9.634437621490041657e-24	-1.344702001884426196e-23
-0.269775391	-9.497118605517754582e-24	-1.355401886191633773e-23
-0.269714356	-9.358715199095845021e-24	-1.365958088522381606e-23
-0.269653321	-9.219243387238221333e-24	-1.376370005198743453e-23
-0.269592286	-9.078718853779459758e-24	-1.386637048494307834e-23
-0.269531250	-8.937156982133139339e-24	-1.396758648251959188e-23
-0.269470215	-8.794572853787209147e-24	-1.406734243929787202e-23
-0.269409180	-8.650981251951218120e-24	-1.416563285896274696e-23
-0.269348145	-8.506396681477652916e-24	-1.426245231636215636e-23
-0.269287110	-8.360833358558212721e-24	-1.435779542353856192e-23
-0.269226075	-8.214305233792838855e-24	-1.445165681509187984e-23
-0.269165039	-8.066825996005463481e-24	-1.454403111548681994e-23
-0.269104004	-7.918409094025073565e-24	-1.463491293751214180e-23
-0.269042969	-7.769067750251479924e-24	-1.472429682014533986e-23
-0.268981934	-7.618814960853928753e-24	-1.481217727246384616e-23
-0.268920899	-7.467663540873973508e-24	-1.489854868175409792e-23
-0.268859864	-7.315626122612508576e-24	-1.498340535609866335e-23
-0.268798829	-7.162715178813150985e-24	-1.506674146587611967e-23
-0.268737793	-7.008943049095628887e-24	-1.514855107366111546e-23
-0.268676758	-6.854321957716466766e-24	-1.522882807582054508e-23
-0.268615723	-6.698864032539395388e-24	-1.530756621690987504e-23
-0.268554688	-6.542581339870609674e-24	-1.538475909333241088e-23
-0.268493653	-6.385485892932860451e-24	-1.546040012353553127e-23
-0.268432618	-6.227589676439116837e-24	-1.553448253229028485e-23
-0.268371582	-6.068904692014420277e-24	-1.560699939667296764e-23
-0.268310547	-5.909442954819488605e-24	-1.567794358340017750e-23
-0.268249512	-5.749216527049860014e-24	-1.574730780200855471e-23
-0.268188477	-5.588237557772550253e-24	-1.581508457921583955e-23
-0.268127442	-5.426518271785751604e-24	-1.588126625415419575e-23
-0.268066407	-5.264071029816180702e-24	-1.594584501096657473e-23
-0.268005371	-5.100908321179479892e-24	-1.600881286099186369e-23
-0.267944336	-4.937042812124068100e-24	-1.607016168378719334e-23
-0.267883301	-4.772487338028115286e-24	-1.612988319780565459e-23
-0.267822266	-4.607254950720243038e-24	-1.618796900255009012e-23
-0.267761231	-4.441358922132772929e-24	-1.624441056526010371e-23
-0.267700196	-4.274812758240644497e-24	-1.629919927782329003e-23
-0.267639161	-4.107630228940412764e-24	-1.635232642251775583e-23
-0.267578125	-3.939825384100165991e-24	-1.640378323874559244e-23
-0.267517090	-3.771412547079072337e-24	-1.645356088959391718e-23
-0.267456055	-3.602406355155357732e-24	-1.650165053434613568e-23
-0.267395020	-3.432821751899322372e-24	-1.654804330315596321e-23
-0.267333985	-3.262674000118448746e-24	-1.659273035487347118e-23
-0.267272950	-3.091978690895730681e-24	-1.663570288051176108e-23
-0.267211914	-2.920751769378326685e-24	-1.667695210355992809e-23
-0.267150879	-2.749009499695636345e-24	-1.671646936498879401e-23
-0.267089844	-2.576768501113086700e-24	-1.675424608682675714e-23
-0.267028809	-2.404045734848163760e-24	-1.679027382683212865e-23
-0.266967774	-2.230858517052948271e-24	-1.682454427849313251e-23
-0.266906739	-2.057224491879026248e-24	-1.685704932769839414e-23
-0.266845704	-1.883161652378436799e-24	-1.688778105097952936e-23
-0.266784668	-1.708688337390022697e-24	-1.691673172923339517e-23
-0.266723633	-1.533823180171643797e-24	-1.694389391544260149e-23
-0.266662598	-1.358585180154609163e-24	-1.696926040046618049e-23
-0.266601563	-1.182993595773198825e-24	-1.699282428661011047e-23
-0.266540528	-1.007068019019217487e-24	-1.701457895358650410e-23
-0.266479493	-8.308283122128116705e-25	-1.703451813882488709e-23
-0.266418457	-6.542946024804674543e-25	-1.705263589553507366e-23
-0.266357422	-4.774872758056925051e-25	-1.706892667020177266e-23
-0.266296387	-3.004269528285026197e-25	-1.708338525867338488e-23
-0.266235352	-1.231344700886696266e-25	-1.709600688649735581e-23
-0.266174317	5.436913395532630485e-26	-1.710678715708858601e-23
-0.266113282	2.320626462775111394e-25	-1.711572211311844815e-23
-0.266052246	4.099246933587518983e-25	-1.712280823543145134e-23
-0.265991211	5.879337716314961080e-25	-1.712804243298225721e-23
-0.265930176	7.660682747497361063e-25	-1.713142206883573415e-23
-0.265869141	9.443064801436106188e-25	-1.713294497853551417e-23
-0.265808106	1.122626625081600499e-24	-1.713260944097430246e-23
-0.265747071	1.301006896950601041e-24	-1.713041422439952897e-23
-0.265686036	1.479425467850438606e-24	-1.712635854221325615e-23
-0.265625000	1.657860507942972546e-24	-1.712044208301668613e-23
-0.265563965	1.836290235586459076e-24	-1.711266500755274689e-23
-0.265502930	2.014692906472102672e-24	-1.710302793255235487e-23
-0.265441895	2.193046860321838700e-24	-1.709153192914552277e-23
-0.265380860	2.371330541309209349e-24	-1.707817853070952406e-23
-0.265319825	2.549522511522817658e-24	-1.706296969699844777e-23
-0.265258789	2.727601482232596449e-24	-1.704590783340249795e-23
-0.265197754	2.905546333462071391e-24	-1.702699575681088538e-23
-0.265136719	3.083336124484679195e-24	-1.700623669380626826e-23
-0.265075684	3.260950126805317913e-24	-1.698363426894065369e-23
-0.265014649	3.438367828120540385e-24	-1.695919247401681503e-23
-0.264953614	3.615568969663539569e-24	-1.693291567340867337e-23
-0.264892579	3.792533537314778138e-24	-1.690480856758899923e-23
-0.264831543	3.969241781697863745e-24	-1.687487618017753368e-23
-0.264770508	4.145674261958344075e-24	-1.684312384556688843e-23
-0.264709473	4.321811808208072921e-24	-1.680955717586877318e-23
-0.264648438	4.497635560489180382e-24	-1.677418204187136328e-23
-0.264587403	4.673126971554634210e-24	-1.673700455873926990e-23
-0.264526368	4.848267823046051351e-24	-1.669803106728387132e-23
-0.264465332	5.023040203345503579e-24	-1.665726807871319765e-23
-0.264404297	5.197426547658934466e-24	-1.661472229726160766e-23
-0.264343262	5.371409601616083435e-24	-1.657040056871931107e-23
-0.264282227	5.544972451531660005e-24	-1.652430985683972666e-23
-0.264221192	5.718098503184003224e-24	-1.647645722961723146e-23
-0.264160157	5.890771476988219740e-24	-1.642684983658526152e-23
-0.264099121	6.062975445467558284e-24	-1.637549487836254468e-23
-0.264038086	6.234694738425434033e-24	-1.632239958840491430e-23
-0.263977051	6.405914025688193846e-24	-1.626757121620157055e-23
-0.263916016	6.576618266308713979e-24	-1.621101699636390478e-23
-0.263854981	6.746792667170943345e-24	-1.615274413369954245e-23
-0.263793946	6.916422741357617891e-24	-1.609275979738640503e-23
-0.263732911	7.085494219437112532e-24	-1.603107107284853556e-23
-0.263671875	7.253993091737603435e-24	-1.596768498397651533e-23
-0.263610840	7.421905537147845383e-24	-1.590260843022177713e-23
-0.263549805	7.589217969231156881e-24	-1.583584822506705583e-23
-0.263488770	7.755916952038207468e-24	-1.576741103803182298e-23
-0.263427735	7.921989216513533421e-24	-1.569730341614640563e-23
-0.263366700	8.087421634916780690e-24	-1.562553175308895906e-23
-0.263305664	8.252201200660625788e-24	-1.555210229994660024e-23
-0.263244629	8.416314977995855995e-24	-1.547702113254682125e-23
-0.263183594	8.579750131044763270e-24	-1.540029417839643428e-23
-0.263122559	8.742493836725036640e-24	-1.532192719458152560e-23
-0.263061524	8.904533321667431820e-24	-1.524192576889893937e-23
-0.263000489	9.065855801236014353e-24	-1.516029533259148936e-23
-0.262939454	9.226448460979046828e-24	-1.507704113769420805e-23
-0.262878418	9.386298440523399724e-24	-1.499216830320851701e-23
-0.262817383	9.545392808970796369e-24	-1.490568177499473578e-23
-0.262756348	9.703718552379268300e-24	-1.481758637726663382e-23
-0.262695313	9.861262508486167213e-24	-1.472788677944136129e-23
-0.262634278	1.001801141449530171e-23	-1.463658756097106584e-23
-0.262573243	1.017395182563417476e-23	-1.454369316711872622e-23
-0.262512207	1.032907012743178713e-23	-1.444920797378976908e-23
-0.262451172	1.048335249113335913e-23	-1.435313627896168069e-23
-0.262390137	1.063678489779852906e-23	-1.425548231845255836e-23
-0.262329102	1.078935308952717739e-23	-1.415625030872490346e-23
-0.262268067	1.094104256161126220e-23	-1.405544443783375068e-23
-0.262207032	1.109183855148479615e-23	-1.395306892198882309e-23
-0.262145996	1.124172601910343516e-23	-1.384912799586469709e-23
-0.262084961	1.139068966507229400e-23	-1.374362596198886846e-23
-0.262023926	1.153871388974400913e-23	-1.363656720814734416e-23
-0.261962891	1.168578280730210139e-23	-1.352795622967728153e-23
-0.261901856	1.183188021795536244e-23	-1.341779766223187139e-23
-0.261840821	1.197698965305276369e-23	-1.330609631070539844e-23
-0.261779786	1.212109431850926422e-23	-1.319285717045458180e-23
-0.261718750	1.226417714237628037e-23	-1.307808545804123177e-23
-0.261657715	1.240622074441199263e-23	-1.296178665638326998e-23
-0.261596680	1.254720747604439199e-23	-1.284396650684637952e-23
-0.261535645	1.268711938678787653e-23	-1.272463107388302869e-23
-0.261474610	1.282593828777486548e-23	-1.260378675205007830e-23
-0.261413575	1.296364571328534854e-23	-1.248144029882181303e-23
-0.261352539	1.310022297657478020e-23	-1.235759887079742441e-23
-0.261291504	1.323565114319994993e-23	-1.223227002278619410e-23
-0.261230469	1.336991109777652897e-23	-1.210546176820947178e-23
-0.261169434	1.350298352464754844e-23	-1.197718257179417838e-23
-0.261108399	1.363484895427423693e-23	-1.184744139471178923e-23
-0.261047364	1.376548779797498181e-23	-1.171624769981445599e-23
-0.260986329	1.389488030642153899e-23	-1.158361148078877129e-23
-0.260925293	1.402300671340970324e-23	-1.144954327692524392e-23
-0.260864258	1.414984712369796304e-23	-1.131405419015074181e-23
-0.260803223	1.427538170314493437e-23	-1.117715590117019234e-23
-0.260742188	1.439959053103868222e-23	-1.103886066851565449e-23
-0.260681153	1.452245382648978551e-23	-1.089918137376956128e-23
-0.260620118	1.464395178833841052e-23	-1.075813147966370648e-23
-0.260559082	1.476406479162323932e-23	-1.061572507882934627e-23
-0.260498047	1.488277333290913345e-23	-1.047197688491384740e-23
-0.260437012	1.500005807925390280e-23	-1.032690221646306098e-23
-0.260375977	1.511589992757509611e-23	-1.018051702157322574e-23
-0.260314942	1.523028002778523443e-23	-1.003283785913722522e-23
-0.260253907	1.534317980963445976e-23	-9.883881896990880194e-24
-0.260192871	1.545458103617916506e-23	-9.733666906508307737e-24
-0.260131836	1.556446582465426010e-23	-9.582211248663003290e-24
-0.260070801	1.567281670608070318e-23	-9.429533851145385488e-24
-0.260009766	1.577961662839513731e-23	-9.275654217438741029e-24
-0.259948731	1.588484901186852439e-23	-9.120592383714505101e-24
-0.259887696	1.598849777862102153e-23	-8.964368907180385224e-24
-0.259826661	1.609054738083685482e-23	-8.807004853351168020e-24
-0.259765625	1.619098283095327117e-23	-8.648521752131497952e-24
-0.259704590	1.628978975065138126e-23	-8.488941583762607262e-24
-0.259643555	1.638695435407649492e-23	-8.328286744504651770e-24
-0.259582520	1.648246352716236070e-23	-8.166580019047764425e-24
-0.259521485	1.657630481896448113e-23	-8.003844533549457316e-24
-0.259460450	1.666846645518977059e-23	-7.840103750723500313e-24
-0.259399414	1.675893740490595371e-23	-7.675381391382349960e-24
-0.259338379	1.684770734202296656e-23	-7.509701437410303822e-24
-0.259277344	1.693476669483750439e-23	-7.343088059848072659e-24
-0.259216309	1.702010665525341131e-23	-7.175565596726530475e-24
-0.259155274	1.710371917172796179e-23	-7.007158502998554486e-24
-0.259094239	1.718559697866636652e-23	-6.837891313446818107e-24
-0.259033204	1.726573360256067405e-23	-6.667788591405906176e-24
-0.258972168	1.734412330849706661e-23	-6.496874896093728277e-24
-0.258911133	1.742076120564867279e-23	-6.325174732940581765e-24
-0.258850098	1.749564312767531803e-23	-6.152712494336713320e-24
-0.258789063	1.756876571416628712e-23	-5.979512440710057249e-24
-0.258728028	1.764012635064760642e-23	-5.805598644234914321e-24
-0.258666993	1.770972316884685925e-23	-5.630994938107771867e-24
-0.258605957	1.777755504491170069e-23	-5.455724893204430992e-24
-0.258544922	1.784362156657275203e-23	-5.279811738743729935e-24
-0.258483887	1.790792302007135124e-23	-5.103278385952408256e-24
-0.258422852	1.797046035445762668e-23	-4.926147302774336159e-24
-0.258361817	1.803123516218675286e-23	-4.748440548427415300e-24
-0.258300782	1.809024966491521712e-23	-4.570179703844405871e-24
-0.258239746	1.814750665283402640e-23	-4.391385829043670991e-24
-0.258178711	1.820300946382051556e-23	-4.212079454394031160e-24
-0.258117676	1.825676196916239170e-23	-4.032280533257952490e-24
